trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,split_1_sec,split_2_sec,split_3_sec,split_4_sec,max_velocity_ms,avg_velocity_ms,stride_length_cm,stride_frequency_hz,avg_turn_time_ms,change_of_direction_deficit,acceleration_time_sec,deceleration_time_sec,reaction_time_ms,fatigue_index,coordination_score,balance_score,agility_rating,knee_lift_angle_deg,arm_swing_amplitude_deg,body_lean_angle_deg,foot_strike_pattern,balance_recovery_time_ms,hr_baseline_bpm,hr_peak_bpm,hr_recovery_30s_bpm
SH2220,P220,28,F,166.8,60.8,synthetic_track,spikes,1,13.14,Average,1704146370000,-1.23,1.43,9.26,-0.185,-0.261,1.116,3.6,3.15,3.28,3.11,2.48,3.04,157.0,3.6,514.0,0.56,1.57,1.39,274.0,0.19,7.2,6.3,8.3,66.0,124.0,13.0,midfoot,179.0,71.0,147.0,128.0
SH2221,P221,28,M,170.5,79.3,gym_floor,spikes,0,11.73,Good,1704146400000,-1.93,0.49,9.69,-0.158,-0.463,-0.059,2.72,3.14,2.71,3.16,2.93,3.41,179.0,3.4,600.0,0.48,1.46,1.06,194.0,0.05,9.1,9.6,6.7,90.0,137.0,13.0,forefoot,229.0,68.0,124.0,99.0
SH2222,P222,22,F,167.3,65.4,gym_floor,spikes,0,12.47,Good,1704146430000,1.55,0.38,10.44,-0.798,-0.18,-0.456,3.38,3.18,3.06,2.86,3.01,3.21,163.0,3.8,587.0,0.36,1.47,0.8,180.0,0.39,7.4,7.2,6.4,70.0,111.0,17.0,forefoot,114.0,75.0,145.0,110.0
SH2223,P223,33,F,163.6,45.0,synthetic_track,turf_shoes,0,12.99,Average,1704146460000,1.45,-0.69,9.06,0.713,-0.186,0.202,3.15,3.25,3.06,3.53,3.01,3.08,160.0,3.8,489.0,0.25,1.75,1.11,160.0,0.19,9.4,9.4,9.9,78.0,94.0,24.0,forefoot,229.0,64.0,131.0,102.0
SH2224,P224,15,F,163.6,55.6,rubberized_floor,turf_shoes,0,13.12,Average,1704146490000,1.38,0.15,10.12,-0.663,-0.037,-0.839,3.66,3.25,3.33,2.87,3.4,3.05,166.0,3.4,497.0,0.17,1.73,1.11,178.0,0.27,9.3,6.2,8.2,87.0,96.0,16.0,forefoot,326.0,72.0,117.0,82.0
SH2225,P225,17,M,176.3,79.9,grass,running_shoes,0,14.32,Below Average,1704146520000,-1.97,-1.37,9.73,-0.745,-0.317,-1.008,3.38,3.4,3.39,4.16,2.83,2.79,154.0,4.2,469.0,0.57,1.76,0.84,194.0,0.2,8.5,8.9,6.4,71.0,111.0,10.0,forefoot,320.0,69.0,118.0,87.0
SH2226,P226,18,F,157.1,45.0,rubberized_floor,turf_shoes,0,11.96,Good,1704146550000,-0.71,-0.63,9.7,-0.5,0.269,-0.044,2.82,2.95,2.93,3.25,3.86,3.35,150.0,3.7,548.0,0.41,1.2,0.95,259.0,0.39,6.7,8.8,9.3,63.0,108.0,23.0,forefoot,341.0,71.0,150.0,128.0
SH2227,P227,16,M,165.6,66.5,rubberized_floor,spikes,0,11.36,Very Good,1704146580000,-0.46,0.36,10.0,-0.099,0.454,1.052,3.14,2.89,3.03,2.29,3.78,3.52,148.0,3.0,434.0,0.37,1.34,1.32,229.0,0.29,7.7,9.1,8.1,72.0,137.0,15.0,forefoot,312.0,73.0,153.0,121.0
SH2228,P228,16,M,174.0,63.4,rubberized_floor,cross_trainers,0,11.32,Very Good,1704146610000,-1.97,-0.42,9.45,0.219,0.358,1.175,2.57,3.01,2.91,2.84,3.4,3.53,181.0,4.2,524.0,0.14,1.53,0.95,208.0,0.2,8.6,6.9,8.8,89.0,101.0,12.0,midfoot,306.0,68.0,128.0,106.0
SH2229,P229,30,M,166.1,71.9,gym_floor,cross_trainers,0,12.69,Average,1704146640000,-0.57,0.21,8.82,-0.674,0.048,-1.031,2.81,3.2,3.0,3.68,3.36,3.15,155.0,4.1,741.0,0.23,1.34,1.02,184.0,0.35,6.3,6.6,6.6,70.0,96.0,10.0,forefoot,148.0,74.0,153.0,123.0
SH2230,P230,24,M,182.8,74.6,concrete,spikes,0,11.13,Very Good,1704146670000,-1.02,0.69,10.0,-0.386,0.421,1.195,2.65,2.58,2.84,3.06,3.68,3.59,176.0,3.9,458.0,0.18,1.96,1.12,291.0,0.26,8.2,8.2,8.1,77.0,126.0,12.0,forefoot,232.0,60.0,112.0,89.0
SH2231,P231,18,M,185.1,97.6,synthetic_track,cross_trainers,0,12.13,Good,1704146700000,-2.49,1.14,8.96,-0.227,-0.48,1.096,3.17,3.09,3.02,2.85,3.29,3.3,190.0,3.1,491.0,0.56,1.77,1.32,239.0,0.08,6.1,6.3,6.8,93.0,125.0,22.0,forefoot,289.0,64.0,141.0,113.0
SH2232,P232,18,M,165.3,81.7,gym_floor,cross_trainers,0,13.08,Average,1704146730000,1.82,-1.5,10.35,-0.219,-0.078,-0.995,3.62,3.47,3.12,2.87,3.52,3.06,144.0,3.9,690.0,0.18,1.89,1.37,259.0,0.23,6.5,6.9,8.5,73.0,98.0,19.0,midfoot,187.0,67.0,125.0,101.0
SH2233,P233,15,F,160.5,69.8,concrete,running_shoes,0,15.78,Below Average,1704146760000,0.65,-0.4,9.01,0.167,0.159,-0.582,4.07,3.94,3.76,4.01,2.37,2.54,165.0,4.4,649.0,0.13,1.62,1.33,192.0,0.24,9.8,6.3,9.2,87.0,113.0,10.0,forefoot,135.0,67.0,129.0,94.0
SH2234,P234,24,F,167.5,48.6,concrete,cross_trainers,0,13.55,Below Average,1704146790000,1.88,-0.82,9.27,0.235,-0.089,0.551,3.04,3.37,3.28,3.86,3.13,2.95,141.0,3.3,552.0,0.24,1.96,1.38,271.0,0.11,8.3,8.1,6.2,65.0,105.0,14.0,forefoot,144.0,80.0,149.0,122.0
SH2235,P235,32,F,157.5,45.0,rubberized_floor,turf_shoes,0,13.48,Average,1704146820000,2.23,-1.13,8.88,0.108,0.438,-0.114,3.41,3.48,3.22,3.39,3.13,2.97,144.0,3.4,562.0,0.58,1.23,0.83,279.0,0.11,7.4,8.2,7.3,73.0,109.0,11.0,forefoot,384.0,70.0,145.0,125.0
SH2236,P236,34,M,179.5,86.5,concrete,cross_trainers,0,13.78,Below Average,1704146850000,-0.39,0.37,10.23,-0.575,-0.145,0.777,3.51,3.69,3.27,3.31,2.59,2.9,190.0,3.7,591.0,0.43,1.42,0.86,157.0,0.28,9.1,7.0,7.6,84.0,134.0,23.0,midfoot,197.0,67.0,123.0,105.0
SH2237,P237,20,M,167.4,55.1,gym_floor,cross_trainers,0,10.71,Very Good,1704146880000,-0.17,-1.47,10.26,-0.54,0.001,1.029,2.41,2.49,2.83,2.98,4.21,3.73,165.0,3.1,583.0,0.43,1.75,0.94,227.0,0.18,7.6,8.3,8.4,62.0,81.0,16.0,forefoot,382.0,73.0,136.0,113.0
SH2238,P238,32,M,173.7,58.0,concrete,turf_shoes,0,11.69,Good,1704146910000,-2.2,0.4,10.06,0.572,0.224,0.953,3.27,2.83,2.7,2.88,4.08,3.42,163.0,4.1,536.0,0.55,1.58,0.98,283.0,0.28,9.1,8.0,6.3,61.0,81.0,9.0,midfoot,244.0,67.0,117.0,92.0
SH2239,P239,18,F,163.4,50.7,grass,basketball_shoes,0,15.76,Below Average,1704146940000,1.27,-1.44,8.83,-0.042,0.159,0.516,4.21,3.72,4.24,3.59,2.86,2.54,138.0,3.4,474.0,0.18,1.23,1.29,157.0,0.38,6.0,7.9,6.4,89.0,104.0,16.0,midfoot,339.0,74.0,135.0,108.0
SH2240,P240,18,F,159.7,64.3,concrete,turf_shoes,0,13.15,Average,1704146970000,0.2,1.09,8.94,-0.405,-0.289,0.19,3.07,3.49,3.32,3.26,3.28,3.04,164.0,4.4,533.0,0.2,1.48,1.06,186.0,0.12,6.9,9.4,6.3,93.0,118.0,20.0,forefoot,158.0,76.0,139.0,123.0
SH2241,P241,24,F,155.1,84.2,synthetic_track,spikes,0,15.15,Below Average,1704147000000,-1.63,0.93,9.74,0.594,-0.075,0.029,4.07,3.78,4.03,3.28,2.91,2.64,169.0,4.0,570.0,0.55,1.63,1.29,195.0,0.27,7.0,6.3,8.7,63.0,137.0,17.0,forefoot,243.0,76.0,150.0,126.0
SH2242,P242,33,F,154.2,59.2,synthetic_track,spikes,0,13.31,Average,1704147030000,0.17,0.27,9.13,-0.719,0.08,-0.837,2.98,3.39,3.33,3.61,2.81,3.01,130.0,4.1,556.0,0.26,1.35,0.97,290.0,0.17,8.2,8.3,6.7,69.0,91.0,10.0,heel,302.0,76.0,132.0,109.0
SH2243,P243,26,M,166.7,62.9,concrete,turf_shoes,0,11.75,Good,1704147060000,-0.96,1.13,8.6,-0.232,0.361,0.291,2.86,2.8,2.75,3.34,3.77,3.4,192.0,4.0,591.0,0.4,1.82,1.35,257.0,0.14,9.0,7.7,6.7,87.0,100.0,11.0,forefoot,180.0,68.0,118.0,98.0
SH2244,P244,20,F,153.3,67.9,rubberized_floor,spikes,0,13.65,Below Average,1704147090000,-2.15,-0.61,9.62,0.599,-0.216,-0.363,3.46,3.2,3.33,3.65,3.28,2.93,138.0,4.0,581.0,0.57,1.37,0.85,288.0,0.38,8.0,7.6,6.1,90.0,97.0,10.0,forefoot,184.0,64.0,130.0,100.0
SH2245,P245,31,F,150.0,61.0,rubberized_floor,running_shoes,0,15.85,Below Average,1704147120000,-2.24,-0.17,9.7,-0.593,-0.051,-0.368,4.4,3.88,4.24,3.34,2.89,2.52,159.0,4.2,565.0,0.14,1.22,1.11,257.0,0.06,6.3,9.6,9.3,76.0,85.0,24.0,midfoot,147.0,71.0,116.0,98.0
SH2246,P246,19,F,164.2,45.0,rubberized_floor,basketball_shoes,0,13.63,Below Average,1704147150000,-2.5,-0.08,9.53,-0.261,-0.016,-0.958,3.47,3.6,3.14,3.42,3.43,2.93,135.0,3.5,620.0,0.25,1.96,1.04,209.0,0.12,9.9,8.6,9.3,62.0,119.0,25.0,forefoot,332.0,67.0,147.0,115.0
SH2247,P247,19,F,167.2,50.5,grass,turf_shoes,0,14.42,Below Average,1704147180000,-2.09,0.93,9.02,0.145,-0.385,0.139,3.22,3.62,3.43,4.14,3.23,2.77,177.0,3.4,524.0,0.39,1.65,1.0,181.0,0.06,9.4,6.7,9.3,93.0,118.0,19.0,forefoot,142.0,74.0,135.0,114.0
SH2248,P248,30,F,167.5,65.0,concrete,spikes,0,13.35,Average,1704147210000,1.95,-0.68,10.09,-0.437,0.308,-0.897,3.09,3.31,3.59,3.36,3.3,3.0,174.0,4.2,485.0,0.53,1.6,1.02,233.0,0.24,9.5,6.3,10.0,70.0,90.0,20.0,forefoot,191.0,63.0,125.0,98.0
SH2249,P249,33,F,160.2,57.7,gym_floor,basketball_shoes,0,14.07,Below Average,1704147240000,-1.81,0.23,9.84,0.03,0.114,0.256,3.78,3.68,3.63,2.98,2.42,2.84,150.0,3.9,477.0,0.19,1.28,1.01,284.0,0.25,9.3,8.3,9.1,73.0,131.0,12.0,forefoot,115.0,72.0,147.0,121.0
SH2250,P250,33,F,161.5,73.5,rubberized_floor,spikes,0,13.97,Below Average,1704147270000,0.86,0.78,9.19,-0.181,-0.476,0.359,3.35,3.55,3.73,3.34,3.18,2.86,143.0,3.1,533.0,0.54,1.42,1.39,192.0,0.08,9.4,7.7,8.5,78.0,105.0,24.0,forefoot,324.0,63.0,132.0,116.0
SH2251,P251,17,M,183.8,74.4,synthetic_track,cross_trainers,0,10.77,Very Good,1704147300000,-0.28,1.02,9.93,0.169,0.194,0.802,2.97,2.83,2.9,2.06,3.2,3.71,179.0,3.0,616.0,0.18,1.86,1.18,171.0,0.36,6.8,6.0,7.1,91.0,131.0,10.0,forefoot,141.0,65.0,108.0,73.0
SH2252,P252,18,F,161.4,53.6,concrete,basketball_shoes,0,13.92,Below Average,1704147330000,1.38,0.64,9.76,0.66,-0.464,-0.813,3.64,3.53,3.36,3.39,2.52,2.87,148.0,3.5,471.0,0.53,1.54,0.84,199.0,0.08,8.5,6.8,7.4,93.0,113.0,11.0,forefoot,235.0,67.0,126.0,97.0
SH2253,P253,22,M,176.4,53.1,gym_floor,turf_shoes,0,10.49,Excellent,1704147360000,0.08,1.4,10.1,0.149,0.249,0.062,2.76,2.73,2.43,2.57,4.55,3.81,160.0,3.2,428.0,0.55,1.56,1.07,291.0,0.16,9.3,8.8,9.7,83.0,113.0,18.0,midfoot,118.0,78.0,124.0,100.0
SH2254,P254,28,M,180.1,75.5,synthetic_track,spikes,0,10.46,Excellent,1704147390000,2.31,-0.26,9.71,-0.574,-0.037,0.998,2.76,2.54,2.78,2.37,4.48,3.82,187.0,4.2,531.0,0.11,1.35,1.23,216.0,0.33,8.2,8.3,6.1,83.0,114.0,20.0,midfoot,355.0,69.0,121.0,99.0
SH2255,P255,16,M,167.9,70.6,concrete,basketball_shoes,0,12.87,Average,1704147420000,1.29,-0.68,8.63,0.631,-0.432,1.025,3.54,3.37,3.22,2.74,3.1,3.11,196.0,3.4,391.0,0.53,1.84,1.15,163.0,0.12,7.3,8.2,9.8,83.0,121.0,11.0,midfoot,379.0,62.0,141.0,120.0
SH2256,P256,15,M,192.9,67.5,grass,running_shoes,0,13.33,Average,1704147450000,-0.01,1.36,8.82,0.123,-0.226,-1.155,3.1,3.27,3.6,3.36,3.58,3.0,180.0,3.7,582.0,0.34,1.94,0.92,267.0,0.26,7.3,7.5,9.6,71.0,92.0,14.0,heel,373.0,68.0,121.0,89.0
SH2257,P257,27,M,170.7,69.2,rubberized_floor,spikes,0,11.46,Very Good,1704147480000,2.22,-0.23,8.98,-0.185,-0.443,0.957,2.86,3.0,2.81,2.79,2.84,3.49,197.0,3.7,433.0,0.56,1.56,1.11,240.0,0.13,9.8,8.7,6.6,71.0,130.0,20.0,forefoot,101.0,71.0,121.0,105.0
SH2258,P258,23,F,150.6,59.8,concrete,basketball_shoes,0,14.86,Below Average,1704147510000,-0.43,-0.71,10.26,0.52,-0.034,-0.539,4.0,3.55,3.54,3.78,2.7,2.69,137.0,4.4,561.0,0.17,1.81,1.39,251.0,0.35,9.8,7.6,9.4,66.0,126.0,18.0,forefoot,319.0,65.0,108.0,83.0
SH2259,P259,20,F,154.6,49.4,rubberized_floor,cross_trainers,0,12.5,Average,1704147540000,-0.01,1.11,8.85,0.186,-0.131,0.713,3.21,3.19,2.95,3.15,3.33,3.2,131.0,3.7,745.0,0.45,1.4,1.0,231.0,0.37,8.8,6.8,8.1,74.0,93.0,11.0,forefoot,184.0,75.0,139.0,110.0
SH2260,P260,15,M,165.7,66.0,gym_floor,running_shoes,0,13.02,Average,1704147570000,2.14,0.95,8.92,-0.122,-0.212,0.59,3.64,3.11,3.43,2.84,2.88,3.07,189.0,3.4,439.0,0.31,1.87,1.21,182.0,0.1,7.5,9.8,7.4,85.0,82.0,22.0,forefoot,211.0,76.0,149.0,126.0
SH2261,P261,15,F,175.3,63.7,concrete,spikes,0,13.15,Average,1704147600000,1.72,1.02,10.2,-0.371,-0.243,-0.864,2.99,3.5,3.19,3.47,3.44,3.04,173.0,3.6,456.0,0.29,1.31,1.35,166.0,0.23,9.0,6.9,8.9,69.0,131.0,17.0,heel,276.0,70.0,138.0,107.0
SH2262,P262,17,F,175.5,58.2,gym_floor,spikes,0,12.38,Good,1704147630000,1.38,-0.28,8.59,-0.772,0.294,-0.725,2.95,3.13,3.27,3.02,2.81,3.23,179.0,4.0,465.0,0.58,1.54,1.27,261.0,0.16,9.8,6.2,7.3,61.0,128.0,11.0,forefoot,373.0,64.0,140.0,117.0
SH2263,P263,21,F,167.3,56.5,rubberized_floor,basketball_shoes,0,13.14,Average,1704147660000,0.15,-1.31,10.12,-0.332,-0.23,0.517,3.59,3.34,3.15,3.06,2.89,3.04,130.0,3.8,508.0,0.33,1.95,0.94,281.0,0.35,9.5,9.1,7.9,85.0,86.0,11.0,forefoot,174.0,71.0,133.0,107.0
SH2264,P264,32,M,193.0,46.5,synthetic_track,turf_shoes,0,11.63,Good,1704147690000,-1.45,0.06,9.49,-0.36,-0.449,-0.707,3.01,3.09,2.82,2.71,3.51,3.44,161.0,4.0,512.0,0.57,1.59,0.9,231.0,0.14,9.7,7.9,7.8,87.0,118.0,24.0,forefoot,286.0,70.0,146.0,131.0
SH2265,P265,27,M,180.1,86.1,rubberized_floor,running_shoes,0,12.89,Average,1704147720000,0.45,0.65,9.79,-0.689,-0.387,-0.388,2.99,3.06,3.14,3.71,3.32,3.1,195.0,3.4,495.0,0.12,1.91,1.06,269.0,0.22,8.5,9.5,9.0,84.0,138.0,23.0,midfoot,126.0,80.0,129.0,106.0
SH2266,P266,31,F,163.9,56.1,synthetic_track,running_shoes,0,13.5,Average,1704147750000,1.48,-1.12,8.88,-0.526,-0.13,0.467,3.52,3.14,3.34,3.5,3.13,2.96,129.0,3.3,567.0,0.34,1.21,0.86,242.0,0.11,6.3,6.5,6.2,90.0,133.0,20.0,forefoot,367.0,68.0,116.0,85.0
SH2267,P267,16,F,162.6,45.0,synthetic_track,cross_trainers,0,12.86,Average,1704147780000,-1.65,1.41,9.93,-0.43,0.074,-0.749,2.94,3.44,3.1,3.38,3.57,3.11,145.0,3.1,701.0,0.42,1.72,1.27,246.0,0.28,9.8,7.7,7.6,76.0,135.0,9.0,midfoot,162.0,70.0,144.0,122.0
SH2268,P268,24,F,163.9,56.9,concrete,basketball_shoes,0,14.18,Below Average,1704147810000,1.01,0.67,9.02,0.641,-0.375,0.216,3.32,3.77,3.5,3.58,3.31,2.82,138.0,4.4,425.0,0.26,1.78,1.12,286.0,0.09,8.7,6.7,8.7,71.0,138.0,12.0,forefoot,117.0,66.0,125.0,105.0
SH2269,P269,20,F,167.6,52.7,synthetic_track,spikes,0,11.73,Good,1704147840000,-0.78,1.41,10.4,0.757,0.439,0.307,3.0,2.97,2.87,2.89,3.15,3.41,133.0,3.7,703.0,0.36,1.9,1.04,156.0,0.23,9.5,7.3,9.8,71.0,98.0,9.0,midfoot,218.0,79.0,147.0,124.0
SH2270,P270,31,F,169.4,51.9,concrete,spikes,0,13.3,Average,1704147870000,0.45,0.5,8.71,0.292,-0.026,-0.049,2.98,3.51,3.37,3.44,3.28,3.01,165.0,3.5,515.0,0.21,1.84,0.86,181.0,0.37,6.7,7.1,7.4,61.0,128.0,15.0,midfoot,339.0,62.0,129.0,107.0
SH2271,P271,18,F,164.3,61.0,grass,running_shoes,0,15.17,Below Average,1704147900000,0.47,0.13,9.0,-0.364,0.358,-1.122,3.83,3.93,3.98,3.42,2.39,2.64,134.0,3.2,527.0,0.25,1.86,1.13,205.0,0.14,6.6,6.7,9.6,84.0,132.0,16.0,midfoot,229.0,74.0,137.0,104.0
SH2272,P272,28,F,152.4,69.1,gym_floor,basketball_shoes,0,15.88,Below Average,1704147930000,0.92,1.02,9.72,-0.064,-0.451,0.815,3.53,3.84,4.08,4.43,2.93,2.52,170.0,3.2,480.0,0.57,1.64,1.36,212.0,0.38,6.6,7.8,7.7,90.0,128.0,13.0,forefoot,178.0,76.0,132.0,97.0
SH2273,P273,16,M,166.4,64.7,gym_floor,spikes,0,11.56,Good,1704147960000,2.25,1.08,10.31,-0.366,0.011,0.709,2.93,2.82,2.83,2.97,3.5,3.46,186.0,4.4,600.0,0.42,1.59,1.25,233.0,0.26,10.0,6.3,8.6,61.0,137.0,9.0,forefoot,189.0,75.0,141.0,125.0
SH2274,P274,25,M,177.0,64.6,gym_floor,turf_shoes,0,10.66,Very Good,1704147990000,1.02,1.29,9.13,0.041,-0.127,0.186,2.98,2.63,2.47,2.58,3.95,3.75,179.0,4.2,624.0,0.57,1.21,1.33,272.0,0.18,8.1,7.5,6.9,81.0,111.0,12.0,midfoot,189.0,76.0,132.0,117.0
SH2275,P275,33,M,177.6,72.7,grass,running_shoes,0,14.11,Below Average,1704148020000,-2.14,0.99,10.48,-0.008,-0.187,0.83,3.33,3.36,3.49,3.93,2.86,2.83,167.0,3.2,537.0,0.24,1.33,1.34,250.0,0.37,6.3,9.5,8.1,73.0,122.0,19.0,heel,114.0,69.0,149.0,127.0
SH2276,P276,34,M,167.2,68.4,rubberized_floor,turf_shoes,0,12.13,Good,1704148050000,-1.1,-1.13,9.36,0.703,0.013,-0.126,3.31,3.17,2.86,2.78,2.92,3.3,148.0,3.0,596.0,0.28,1.24,1.07,232.0,0.39,7.0,8.0,6.6,82.0,114.0,21.0,forefoot,185.0,80.0,151.0,134.0
SH2277,P277,23,M,169.8,47.3,synthetic_track,running_shoes,0,11.13,Very Good,1704148080000,-2.11,0.03,9.08,-0.258,-0.386,-0.099,2.67,2.66,2.6,3.2,3.84,3.59,150.0,3.2,673.0,0.56,1.34,0.86,204.0,0.37,7.6,6.7,6.5,61.0,92.0,22.0,forefoot,232.0,62.0,134.0,104.0
SH2278,P278,22,F,166.8,71.2,concrete,turf_shoes,0,13.64,Below Average,1704148110000,1.32,0.06,9.99,-0.42,-0.479,-0.379,3.42,3.36,3.52,3.35,2.52,2.93,153.0,3.8,599.0,0.44,1.22,0.81,288.0,0.08,6.7,8.9,7.0,80.0,82.0,25.0,forefoot,276.0,79.0,120.0,95.0
SH2279,P279,22,M,157.8,74.7,synthetic_track,running_shoes,0,12.93,Average,1704148140000,-1.25,0.62,9.43,-0.048,0.452,0.084,2.99,3.33,3.45,3.16,3.45,3.09,143.0,4.1,618.0,0.11,1.57,1.21,297.0,0.25,7.6,7.2,6.7,64.0,83.0,12.0,forefoot,326.0,80.0,153.0,126.0
SH2280,P280,21,F,176.4,60.7,synthetic_track,spikes,0,12.48,Good,1704148170000,-0.33,0.85,8.85,-0.266,0.479,0.172,2.88,2.9,3.36,3.33,3.2,3.21,166.0,4.4,621.0,0.52,1.54,1.32,196.0,0.13,9.1,7.0,8.5,63.0,113.0,15.0,forefoot,316.0,74.0,124.0,90.0
SH2281,P281,27,F,166.5,63.9,gym_floor,turf_shoes,0,13.01,Average,1704148200000,2.43,0.34,8.77,0.503,0.058,-0.379,3.19,3.32,3.25,3.25,2.75,3.07,161.0,3.9,636.0,0.59,1.7,1.21,218.0,0.38,9.6,9.7,6.6,94.0,91.0,16.0,forefoot,337.0,77.0,136.0,107.0
SH2282,P282,32,M,177.2,74.8,synthetic_track,turf_shoes,0,11.9,Good,1704148230000,-1.72,0.64,8.82,0.246,-0.166,-1.065,2.88,3.19,3.19,2.64,2.99,3.36,149.0,4.2,637.0,0.36,1.75,1.27,260.0,0.25,6.5,9.2,7.2,84.0,117.0,22.0,midfoot,235.0,68.0,118.0,86.0
SH2283,P283,34,F,172.7,55.6,grass,cross_trainers,0,15.96,Below Average,1704148260000,-2.42,1.23,8.62,-0.087,-0.224,1.028,4.14,3.72,3.95,4.15,2.28,2.51,135.0,3.1,637.0,0.29,1.93,0.87,234.0,0.37,6.0,9.7,8.1,85.0,130.0,21.0,midfoot,307.0,71.0,125.0,105.0
SH2284,P284,16,M,178.9,64.2,gym_floor,running_shoes,0,11.44,Very Good,1704148290000,0.38,0.26,9.87,0.607,0.152,-0.79,2.68,2.96,2.97,2.84,2.83,3.5,189.0,3.8,615.0,0.5,1.95,1.37,288.0,0.38,6.5,8.5,6.5,77.0,138.0,21.0,midfoot,274.0,68.0,147.0,128.0
SH2285,P285,22,F,158.4,69.8,rubberized_floor,spikes,0,13.07,Average,1704148320000,-0.63,1.34,9.61,-0.014,0.252,-0.199,3.49,3.27,3.13,3.18,3.05,3.06,172.0,3.4,599.0,0.26,1.25,1.39,201.0,0.06,9.2,6.6,8.0,92.0,130.0,25.0,forefoot,310.0,62.0,120.0,88.0
SH2286,P286,15,M,179.0,69.9,synthetic_track,running_shoes,0,11.54,Good,1704148350000,-0.33,0.57,8.98,-0.523,0.151,0.339,2.83,2.87,2.74,3.1,3.81,3.47,171.0,4.4,468.0,0.24,1.62,0.99,171.0,0.18,9.9,6.9,6.4,79.0,120.0,18.0,heel,208.0,74.0,125.0,96.0
SH2287,P287,29,M,175.8,70.6,grass,running_shoes,0,13.63,Below Average,1704148380000,1.99,-1.18,9.45,-0.244,-0.473,-0.079,3.66,3.66,3.62,2.69,2.52,2.94,184.0,3.9,506.0,0.13,1.41,1.23,161.0,0.12,7.6,7.3,6.4,89.0,120.0,14.0,forefoot,157.0,69.0,115.0,85.0
SH2288,P288,34,M,175.4,64.9,grass,cross_trainers,0,13.69,Below Average,1704148410000,1.13,0.04,10.42,0.46,0.085,0.249,3.24,3.59,3.62,3.24,2.55,2.92,157.0,3.7,625.0,0.19,1.39,1.0,292.0,0.33,9.6,8.5,8.4,61.0,87.0,12.0,forefoot,350.0,75.0,121.0,96.0
SH2289,P289,30,M,177.7,67.4,synthetic_track,running_shoes,0,11.91,Good,1704148440000,1.25,0.75,10.11,-0.646,0.315,-0.594,3.29,2.9,3.05,2.67,4.01,3.36,189.0,3.6,693.0,0.2,1.92,0.86,280.0,0.23,7.5,8.2,9.2,80.0,131.0,16.0,forefoot,106.0,79.0,142.0,112.0
SH2290,P290,32,M,173.2,79.1,concrete,basketball_shoes,0,13.61,Below Average,1704148470000,-0.2,-1.16,10.16,0.543,-0.436,-0.263,3.17,3.52,3.66,3.25,2.68,2.94,197.0,4.2,539.0,0.13,1.39,1.21,163.0,0.35,7.2,7.6,9.8,62.0,100.0,17.0,forefoot,387.0,70.0,139.0,110.0
SH2291,P291,22,F,163.1,59.4,grass,basketball_shoes,0,15.42,Below Average,1704148500000,0.77,0.56,8.85,-0.408,0.188,-0.562,3.51,3.78,3.77,4.35,2.58,2.59,156.0,4.1,532.0,0.11,1.31,0.98,211.0,0.2,9.2,7.9,8.0,94.0,134.0,20.0,forefoot,254.0,74.0,130.0,104.0
SH2292,P292,24,M,174.2,76.1,rubberized_floor,basketball_shoes,0,12.15,Good,1704148530000,-1.55,1.27,9.24,-0.53,0.325,-0.104,3.01,3.01,2.86,3.26,3.15,3.29,190.0,4.4,533.0,0.5,1.56,1.38,256.0,0.27,8.5,9.1,9.0,67.0,98.0,23.0,forefoot,146.0,66.0,120.0,94.0
SH2293,P293,32,M,185.4,75.7,synthetic_track,basketball_shoes,0,11.74,Good,1704148560000,1.87,0.42,9.48,-0.799,0.359,-0.094,2.67,3.05,2.76,3.26,3.45,3.41,170.0,4.1,533.0,0.46,1.53,1.22,228.0,0.12,9.8,6.1,8.7,71.0,130.0,18.0,forefoot,390.0,73.0,131.0,102.0
SH2294,P294,34,F,162.2,51.4,grass,running_shoes,0,15.7,Below Average,1704148590000,-1.74,-0.31,10.31,-0.178,-0.212,0.489,3.9,3.65,4.15,4.0,2.92,2.55,173.0,4.0,501.0,0.25,1.33,1.22,214.0,0.1,6.4,7.6,6.4,61.0,107.0,18.0,forefoot,153.0,62.0,107.0,77.0
SH2295,P295,19,M,177.8,79.5,grass,spikes,0,12.95,Average,1704148620000,-1.0,0.77,9.73,-0.756,0.286,0.89,3.45,3.13,3.11,3.26,3.11,3.09,189.0,3.3,531.0,0.53,1.98,0.99,218.0,0.33,9.7,8.3,7.0,83.0,110.0,12.0,midfoot,194.0,67.0,136.0,110.0
SH2296,P296,26,M,180.7,76.9,synthetic_track,cross_trainers,0,11.18,Very Good,1704148650000,-1.21,0.78,9.46,0.152,0.101,-0.848,2.86,2.69,2.87,2.77,3.79,3.58,195.0,3.5,727.0,0.23,1.97,1.26,193.0,0.08,6.2,8.2,6.9,68.0,110.0,9.0,midfoot,333.0,68.0,113.0,78.0
SH2297,P297,29,M,159.3,89.4,synthetic_track,turf_shoes,0,13.78,Below Average,1704148680000,1.48,0.06,10.47,0.725,-0.293,1.199,3.07,3.62,3.69,3.39,3.47,2.9,186.0,4.1,490.0,0.31,1.71,1.2,194.0,0.26,7.0,9.0,6.6,79.0,122.0,18.0,forefoot,393.0,75.0,150.0,119.0
